dataset,split_id,seed,variant,mlp_test_acc,test_acc,delta_vs_mlp,selected_tau,selected_rho
pubmed,8,134500,BALANCED_PROFILE_ONLY,0.8679006085192698,0.8785496957403651,0.010649087221095366,0.91458,0.3
pubmed,8,134500,GRAPH_HEAVY_PROFILE_ONLY,0.8679006085192698,0.882606490872211,0.014705882352941235,0.91458,0.3
pubmed,8,134500,NO_COMPATIBILITY_TERM,0.8679006085192698,0.8795638945233266,0.011663286004056861,0.91458,0.3
pubmed,8,134500,NO_PROTOTYPE_TERM,0.8679006085192698,0.8818458417849898,0.013945233265720058,0.91458,0.3
pubmed,9,134600,FINAL_V3,0.8755070993914807,0.8869168356997972,0.011409736308316432,0.92738,0.3
pubmed,9,134600,NO_RELIABILITY_GATE,0.8755070993914807,0.8869168356997972,0.011409736308316432,0.92738,0.3
pubmed,9,134600,BALANCED_PROFILE_ONLY,0.8755070993914807,0.8838742393509128,0.008367139959432057,0.92738,0.3
pubmed,9,134600,GRAPH_HEAVY_PROFILE_ONLY,0.8755070993914807,0.8869168356997972,0.011409736308316432,0.92738,0.3
pubmed,9,134600,NO_COMPATIBILITY_TERM,0.8755070993914807,0.8851419878296146,0.00963488843813387,0.92738,0.3
pubmed,9,134600,NO_PROTOTYPE_TERM,0.8755070993914807,0.8871703853955375,0.01166328600405675,0.92738,0.3
chameleon,0,133700,FINAL_V3,0.45614035087719296,0.45614035087719296,0.0,0.56885,0.3
chameleon,0,133700,NO_RELIABILITY_GATE,0.45614035087719296,0.45614035087719296,0.0,0.56885,0.3
chameleon,0,133700,BALANCED_PROFILE_ONLY,0.45614035087719296,0.45614035087719296,0.0,0.05,0.3
chameleon,0,133700,GRAPH_HEAVY_PROFILE_ONLY,0.45614035087719296,0.45614035087719296,0.0,0.56885,0.3
chameleon,0,133700,NO_COMPATIBILITY_TERM,0.45614035087719296,0.4583333333333333,0.0021929824561403577,0.05,0.3
chameleon,0,133700,NO_PROTOTYPE_TERM,0.45614035087719296,0.45614035087719296,0.0,0.05,0.3
chameleon,1,133800,FINAL_V3,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,1,133800,NO_RELIABILITY_GATE,0.46710526315789475,0.4649122807017544,-0.0021929824561403577,0.05,0.3
chameleon,1,133800,BALANCED_PROFILE_ONLY,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,1,133800,GRAPH_HEAVY_PROFILE_ONLY,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,1,133800,NO_COMPATIBILITY_TERM,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,1,133800,NO_PROTOTYPE_TERM,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,2,133900,FINAL_V3,0.4473684210526316,0.4517543859649123,0.004385964912280715,0.1,0.4
chameleon,2,133900,NO_RELIABILITY_GATE,0.4473684210526316,0.4517543859649123,0.004385964912280715,0.1,0.3
chameleon,2,133900,BALANCED_PROFILE_ONLY,0.4473684210526316,0.4473684210526316,0.0,0.05,0.5
chameleon,2,133900,GRAPH_HEAVY_PROFILE_ONLY,0.4473684210526316,0.4517543859649123,0.004385964912280715,0.1,0.4
chameleon,2,133900,NO_COMPATIBILITY_TERM,0.4473684210526316,0.4517543859649123,0.004385964912280715,0.1,0.4
chameleon,2,133900,NO_PROTOTYPE_TERM,0.4473684210526316,0.4473684210526316,0.0,0.05,0.5
chameleon,3,134000,FINAL_V3,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,3,134000,NO_RELIABILITY_GATE,0.5131578947368421,0.5131578947368421,0.0,0.05,0.3
chameleon,3,134000,BALANCED_PROFILE_ONLY,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,3,134000,GRAPH_HEAVY_PROFILE_ONLY,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,3,134000,NO_COMPATIBILITY_TERM,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,3,134000,NO_PROTOTYPE_TERM,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,4,134100,FINAL_V3,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,4,134100,NO_RELIABILITY_GATE,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,4,134100,BALANCED_PROFILE_ONLY,0.4934210526315789,0.4934210526315789,0.0,0.05,0.3
chameleon,4,134100,GRAPH_HEAVY_PROFILE_ONLY,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,4,134100,NO_COMPATIBILITY_TERM,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,4,134100,NO_PROTOTYPE_TERM,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,5,134200,FINAL_V3,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,5,134200,NO_RELIABILITY_GATE,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,5,134200,BALANCED_PROFILE_ONLY,0.4473684210526316,0.45614035087719296,0.008771929824561375,0.1,0.3
chameleon,5,134200,GRAPH_HEAVY_PROFILE_ONLY,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,5,134200,NO_COMPATIBILITY_TERM,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,5,134200,NO_PROTOTYPE_TERM,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,6,134300,FINAL_V3,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,6,134300,NO_RELIABILITY_GATE,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,6,134300,BALANCED_PROFILE_ONLY,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,6,134300,GRAPH_HEAVY_PROFILE_ONLY,0.47368421052631576,0.47149122807017546,-0.002192982456140302,0.05,0.3
chameleon,6,134300,NO_COMPATIBILITY_TERM,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,6,134300,NO_PROTOTYPE_TERM,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,7,134400,FINAL_V3,0.48903508771929827,0.4824561403508772,-0.006578947368421073,0.2,0.3
chameleon,7,134400,NO_RELIABILITY_GATE,0.48903508771929827,0.4824561403508772,-0.006578947368421073,0.2,0.3
chameleon,7,134400,BALANCED_PROFILE_ONLY,0.48903508771929827,0.4824561403508772,-0.006578947368421073,0.2,0.3
chameleon,7,134400,GRAPH_HEAVY_PROFILE_ONLY,0.48903508771929827,0.48464912280701755,-0.004385964912280715,0.05,0.3
chameleon,7,134400,NO_COMPATIBILITY_TERM,0.48903508771929827,0.48464912280701755,-0.004385964912280715,0.05,0.3
chameleon,7,134400,NO_PROTOTYPE_TERM,0.48903508771929827,0.48464912280701755,-0.004385964912280715,0.05,0.3
chameleon,8,134500,FINAL_V3,0.4868421052631579,0.48464912280701755,-0.0021929824561403577,0.05,0.3
chameleon,8,134500,NO_RELIABILITY_GATE,0.4868421052631579,0.48464912280701755,-0.0021929824561403577,0.05,0.3
chameleon,8,134500,BALANCED_PROFILE_ONLY,0.4868421052631579,0.48464912280701755,-0.0021929824561403577,0.05,0.3
chameleon,8,134500,GRAPH_HEAVY_PROFILE_ONLY,0.4868421052631579,0.4824561403508772,-0.004385964912280715,0.05,0.3
chameleon,8,134500,NO_COMPATIBILITY_TERM,0.4868421052631579,0.4824561403508772,-0.004385964912280715,0.1,0.3
chameleon,8,134500,NO_PROTOTYPE_TERM,0.4868421052631579,0.4824561403508772,-0.004385964912280715,0.05,0.3
chameleon,9,134600,FINAL_V3,0.4649122807017544,0.47149122807017546,0.006578947368421073,0.1,0.3
chameleon,9,134600,NO_RELIABILITY_GATE,0.4649122807017544,0.47149122807017546,0.006578947368421073,0.1,0.3
chameleon,9,134600,BALANCED_PROFILE_ONLY,0.4649122807017544,0.47149122807017546,0.006578947368421073,0.1,0.3
chameleon,9,134600,GRAPH_HEAVY_PROFILE_ONLY,0.4649122807017544,0.4692982456140351,0.004385964912280715,0.1,0.3
chameleon,9,134600,NO_COMPATIBILITY_TERM,0.4649122807017544,0.4692982456140351,0.004385964912280715,0.1,0.3
chameleon,9,134600,NO_PROTOTYPE_TERM,0.4649122807017544,0.47149122807017546,0.006578947368421073,0.1,0.3
texas,0,133700,FINAL_V3,0.7567567567567568,0.7567567567567568,0.0,0.05,0.3
texas,0,133700,NO_RELIABILITY_GATE,0.7567567567567568,0.7567567567567568,0.0,0.05,0.3
texas,0,133700,BALANCED_PROFILE_ONLY,0.7567567567567568,0.7567567567567568,0.0,0.05,0.3
texas,0,133700,GRAPH_HEAVY_PROFILE_ONLY,0.7567567567567568,0.7567567567567568,0.0,0.05,0.3
texas,0,133700,NO_COMPATIBILITY_TERM,0.7567567567567568,0.7567567567567568,0.0,0.05,0.3
texas,0,133700,NO_PROTOTYPE_TERM,0.7567567567567568,0.7567567567567568,0.0,0.05,0.3
texas,1,133800,FINAL_V3,0.9459459459459459,0.972972972972973,0.027027027027027084,0.05,0.3
texas,1,133800,NO_RELIABILITY_GATE,0.9459459459459459,0.972972972972973,0.027027027027027084,0.05,0.3
texas,1,133800,BALANCED_PROFILE_ONLY,0.9459459459459459,0.972972972972973,0.027027027027027084,0.05,0.3
texas,1,133800,GRAPH_HEAVY_PROFILE_ONLY,0.9459459459459459,0.972972972972973,0.027027027027027084,0.05,0.3
texas,1,133800,NO_COMPATIBILITY_TERM,0.9459459459459459,0.972972972972973,0.027027027027027084,0.05,0.3
texas,1,133800,NO_PROTOTYPE_TERM,0.9459459459459459,0.972972972972973,0.027027027027027084,0.05,0.3
texas,2,133900,FINAL_V3,0.8378378378378378,0.8378378378378378,0.0,0.05,0.3
texas,2,133900,NO_RELIABILITY_GATE,0.8378378378378378,0.8378378378378378,0.0,0.05,0.3
texas,2,133900,BALANCED_PROFILE_ONLY,0.8378378378378378,0.8378378378378378,0.0,0.05,0.3
texas,2,133900,GRAPH_HEAVY_PROFILE_ONLY,0.8378378378378378,0.8378378378378378,0.0,0.05,0.3
texas,2,133900,NO_COMPATIBILITY_TERM,0.8378378378378378,0.8378378378378378,0.0,0.05,0.3
texas,2,133900,NO_PROTOTYPE_TERM,0.8378378378378378,0.8378378378378378,0.0,0.05,0.3
texas,3,134000,FINAL_V3,0.8108108108108109,0.8378378378378378,0.027027027027026973,0.05,0.3
texas,3,134000,NO_RELIABILITY_GATE,0.8108108108108109,0.8378378378378378,0.027027027027026973,0.05,0.3
texas,3,134000,BALANCED_PROFILE_ONLY,0.8108108108108109,0.8378378378378378,0.027027027027026973,0.05,0.3
texas,3,134000,GRAPH_HEAVY_PROFILE_ONLY,0.8108108108108109,0.8378378378378378,0.027027027027026973,0.05,0.3
texas,3,134000,NO_COMPATIBILITY_TERM,0.8108108108108109,0.8108108108108109,0.0,0.05,0.3
texas,3,134000,NO_PROTOTYPE_TERM,0.8108108108108109,0.8378378378378378,0.027027027027026973,0.05,0.3
texas,4,134100,FINAL_V3,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,4,134100,NO_RELIABILITY_GATE,0.7297297297297297,0.7027027027027027,-0.027027027027026973,0.05,0.3
texas,4,134100,BALANCED_PROFILE_ONLY,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,4,134100,GRAPH_HEAVY_PROFILE_ONLY,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,4,134100,NO_COMPATIBILITY_TERM,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,4,134100,NO_PROTOTYPE_TERM,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,5,134200,FINAL_V3,0.7567567567567568,0.7297297297297297,-0.027027027027027084,0.05,0.3
texas,5,134200,NO_RELIABILITY_GATE,0.7567567567567568,0.7297297297297297,-0.027027027027027084,0.05,0.3
texas,5,134200,BALANCED_PROFILE_ONLY,0.7567567567567568,0.7297297297297297,-0.027027027027027084,0.05,0.3
texas,5,134200,GRAPH_HEAVY_PROFILE_ONLY,0.7567567567567568,0.7297297297297297,-0.027027027027027084,0.05,0.3
texas,5,134200,NO_COMPATIBILITY_TERM,0.7567567567567568,0.7297297297297297,-0.027027027027027084,0.05,0.3
texas,5,134200,NO_PROTOTYPE_TERM,0.7567567567567568,0.7297297297297297,-0.027027027027027084,0.05,0.3
texas,6,134300,FINAL_V3,0.8108108108108109,0.8108108108108109,0.0,0.05,0.4
texas,6,134300,NO_RELIABILITY_GATE,0.8108108108108109,0.8108108108108109,0.0,0.05,0.3
texas,6,134300,BALANCED_PROFILE_ONLY,0.8108108108108109,0.8108108108108109,0.0,0.05,0.4
texas,6,134300,GRAPH_HEAVY_PROFILE_ONLY,0.8108108108108109,0.8108108108108109,0.0,0.05,0.4
texas,6,134300,NO_COMPATIBILITY_TERM,0.8108108108108109,0.8108108108108109,0.0,0.05,0.4
texas,6,134300,NO_PROTOTYPE_TERM,0.8108108108108109,0.8108108108108109,0.0,0.05,0.4
texas,7,134400,FINAL_V3,0.7837837837837838,0.8108108108108109,0.027027027027027084,0.05,0.4
texas,7,134400,NO_RELIABILITY_GATE,0.7837837837837838,0.8108108108108109,0.027027027027027084,0.05,0.3
texas,7,134400,BALANCED_PROFILE_ONLY,0.7837837837837838,0.8108108108108109,0.027027027027027084,0.05,0.4
texas,7,134400,GRAPH_HEAVY_PROFILE_ONLY,0.7837837837837838,0.8108108108108109,0.027027027027027084,0.05,0.4
texas,7,134400,NO_COMPATIBILITY_TERM,0.7837837837837838,0.7837837837837838,0.0,0.05,0.4
texas,7,134400,NO_PROTOTYPE_TERM,0.7837837837837838,0.8108108108108109,0.027027027027027084,0.05,0.4
texas,8,134500,FINAL_V3,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,8,134500,NO_RELIABILITY_GATE,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,8,134500,BALANCED_PROFILE_ONLY,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,8,134500,GRAPH_HEAVY_PROFILE_ONLY,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,8,134500,NO_COMPATIBILITY_TERM,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,8,134500,NO_PROTOTYPE_TERM,0.7297297297297297,0.7297297297297297,0.0,0.05,0.3
texas,9,134600,FINAL_V3,0.8918918918918919,0.8918918918918919,0.0,0.05,0.6
texas,9,134600,NO_RELIABILITY_GATE,0.8918918918918919,0.8648648648648649,-0.027027027027026973,0.05,0.3
texas,9,134600,BALANCED_PROFILE_ONLY,0.8918918918918919,0.8918918918918919,0.0,0.05,0.6
texas,9,134600,GRAPH_HEAVY_PROFILE_ONLY,0.8918918918918919,0.8918918918918919,0.0,0.05,0.6
texas,9,134600,NO_COMPATIBILITY_TERM,0.8918918918918919,0.8918918918918919,0.0,0.05,0.6
texas,9,134600,NO_PROTOTYPE_TERM,0.8918918918918919,0.8918918918918919,0.0,0.05,0.6
wisconsin,0,133700,FINAL_V3,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,0,133700,NO_RELIABILITY_GATE,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,0,133700,BALANCED_PROFILE_ONLY,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,0,133700,GRAPH_HEAVY_PROFILE_ONLY,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,0,133700,NO_COMPATIBILITY_TERM,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,0,133700,NO_PROTOTYPE_TERM,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,1,133800,FINAL_V3,0.7843137254901961,0.7843137254901961,0.0,0.05,0.3
wisconsin,1,133800,NO_RELIABILITY_GATE,0.7843137254901961,0.7843137254901961,0.0,0.05,0.3
wisconsin,1,133800,BALANCED_PROFILE_ONLY,0.7843137254901961,0.7843137254901961,0.0,0.05,0.3
wisconsin,1,133800,GRAPH_HEAVY_PROFILE_ONLY,0.7843137254901961,0.7843137254901961,0.0,0.05,0.3
wisconsin,1,133800,NO_COMPATIBILITY_TERM,0.7843137254901961,0.7843137254901961,0.0,0.05,0.3
wisconsin,1,133800,NO_PROTOTYPE_TERM,0.7843137254901961,0.7843137254901961,0.0,0.05,0.3
wisconsin,2,133900,FINAL_V3,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,2,133900,NO_RELIABILITY_GATE,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,2,133900,BALANCED_PROFILE_ONLY,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,2,133900,GRAPH_HEAVY_PROFILE_ONLY,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,2,133900,NO_COMPATIBILITY_TERM,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,2,133900,NO_PROTOTYPE_TERM,0.803921568627451,0.803921568627451,0.0,0.05,0.3
wisconsin,3,134000,FINAL_V3,0.8823529411764706,0.8823529411764706,0.0,0.05,0.3
wisconsin,3,134000,NO_RELIABILITY_GATE,0.8823529411764706,0.8823529411764706,0.0,0.05,0.3
wisconsin,3,134000,BALANCED_PROFILE_ONLY,0.8823529411764706,0.8823529411764706,0.0,0.05,0.3
wisconsin,3,134000,GRAPH_HEAVY_PROFILE_ONLY,0.8823529411764706,0.8823529411764706,0.0,0.05,0.3
wisconsin,3,134000,NO_COMPATIBILITY_TERM,0.8823529411764706,0.8823529411764706,0.0,0.05,0.3
wisconsin,3,134000,NO_PROTOTYPE_TERM,0.8823529411764706,0.8823529411764706,0.0,0.05,0.3
wisconsin,4,134100,FINAL_V3,0.8823529411764706,0.8823529411764706,0.0,0.05,0.4
wisconsin,4,134100,NO_RELIABILITY_GATE,0.8823529411764706,0.8823529411764706,0.0,0.05,0.3
wisconsin,4,134100,BALANCED_PROFILE_ONLY,0.8823529411764706,0.8823529411764706,0.0,0.05,0.4
wisconsin,4,134100,GRAPH_HEAVY_PROFILE_ONLY,0.8823529411764706,0.8823529411764706,0.0,0.05,0.4
wisconsin,4,134100,NO_COMPATIBILITY_TERM,0.8823529411764706,0.8823529411764706,0.0,0.05,0.4
wisconsin,4,134100,NO_PROTOTYPE_TERM,0.8823529411764706,0.8823529411764706,0.0,0.05,0.4
wisconsin,5,134200,FINAL_V3,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,5,134200,NO_RELIABILITY_GATE,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,5,134200,BALANCED_PROFILE_ONLY,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,5,134200,GRAPH_HEAVY_PROFILE_ONLY,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,5,134200,NO_COMPATIBILITY_TERM,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,5,134200,NO_PROTOTYPE_TERM,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,6,134300,FINAL_V3,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,6,134300,NO_RELIABILITY_GATE,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,6,134300,BALANCED_PROFILE_ONLY,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,6,134300,GRAPH_HEAVY_PROFILE_ONLY,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,6,134300,NO_COMPATIBILITY_TERM,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,6,134300,NO_PROTOTYPE_TERM,0.8431372549019608,0.8431372549019608,0.0,0.05,0.3
wisconsin,7,134400,FINAL_V3,0.803921568627451,0.8235294117647058,0.019607843137254832,0.05,0.3
wisconsin,7,134400,NO_RELIABILITY_GATE,0.803921568627451,0.8235294117647058,0.019607843137254832,0.05,0.3
wisconsin,7,134400,BALANCED_PROFILE_ONLY,0.803921568627451,0.8235294117647058,0.019607843137254832,0.05,0.3
wisconsin,7,134400,GRAPH_HEAVY_PROFILE_ONLY,0.803921568627451,0.8235294117647058,0.019607843137254832,0.05,0.3
wisconsin,7,134400,NO_COMPATIBILITY_TERM,0.803921568627451,0.8235294117647058,0.019607843137254832,0.05,0.3
wisconsin,7,134400,NO_PROTOTYPE_TERM,0.803921568627451,0.8235294117647058,0.019607843137254832,0.05,0.3
wisconsin,8,134500,FINAL_V3,0.8627450980392157,0.8627450980392157,0.0,0.05,0.3
wisconsin,8,134500,NO_RELIABILITY_GATE,0.8627450980392157,0.8431372549019608,-0.019607843137254943,0.05,0.3
wisconsin,8,134500,BALANCED_PROFILE_ONLY,0.8627450980392157,0.8627450980392157,0.0,0.05,0.3
wisconsin,8,134500,GRAPH_HEAVY_PROFILE_ONLY,0.8627450980392157,0.8627450980392157,0.0,0.05,0.3
wisconsin,8,134500,NO_COMPATIBILITY_TERM,0.8627450980392157,0.8627450980392157,0.0,0.05,0.3
wisconsin,8,134500,NO_PROTOTYPE_TERM,0.8627450980392157,0.8627450980392157,0.0,0.05,0.3
wisconsin,9,134600,FINAL_V3,0.9215686274509803,0.9215686274509803,0.0,0.05,0.3
wisconsin,9,134600,NO_RELIABILITY_GATE,0.9215686274509803,0.9215686274509803,0.0,0.05,0.3
wisconsin,9,134600,BALANCED_PROFILE_ONLY,0.9215686274509803,0.9215686274509803,0.0,0.05,0.3
wisconsin,9,134600,GRAPH_HEAVY_PROFILE_ONLY,0.9215686274509803,0.9215686274509803,0.0,0.05,0.3
wisconsin,9,134600,NO_COMPATIBILITY_TERM,0.9215686274509803,0.9215686274509803,0.0,0.05,0.3
wisconsin,9,134600,NO_PROTOTYPE_TERM,0.9215686274509803,0.9215686274509803,0.0,0.05,0.3
